0,844929791962767360,Wall Street Journal editorial attacks Trump's credibility - USA TODAY https://t.co/Tx3R5vtSRd
1,844929791832698881,Sadiq Khan: ‘I won’t respond to Donald Trump Jr's tweets’ – audio https://t.co/6w7KwEUXF9 👈 see here 🇺🇸 RT 🔁 https://t.co/9cvLU2bnYI
2,844929792625410050,Peter King: Trump surveillance report shows 'shameful' intel violations https://t.co/f5qEs5Zhnn via... by #DonaldJTrumpJr via @c0nvey
3,844929793133101056,RT @MarkDice: CNN Investigates: Is Trump Afraid of Stairs? https://t.co/Fjowe6VY4f
4,844929792927580165,"RT @CNN: London Mayor Sadiq Khan: ""I'm not going to respond to a tweet from Donald Trump Jr, I've been doing more important… "
5,844929792990461952,"It's mattress time...
Trump is capo of organized crime family
The ART of Money-Laundering. https://t.co/huyu8aGePh"
6,844929793065996288,I really have something on my mind.Donald Trump Jr.is a trophy hunter and that makes me sick.I heard is name on the view.He is disgusting.
7,844929792852066304,RT @tedlieu: Cloud of treason means we must have total shutdown of any @POTUS agenda item. No votes on any item. My stmt https://t.co/stvzh…
8,844929792977743872,"RT @MikeLupica: Actually, it's insulting to caddies to say that Devin Nunes might end up one for Trump. Caddies aren't just cool, they're s…"
9,844929793002917889,RT @AP: BREAKING: US Treasury agents obtained information about ex-Trump campaign manager Paul Manafort's offshore financia… 
10,844929793447673859,RT @ezlusztig: I didn't think it was possible for us to sink so low. The whole Trump family - an utter disgrace to this nation. https://t.c…
11,844929792919121920,"RT @GeorgeTakei: If the Trump campaign colluded with Russia to release emails damaging to Clinton, then they won by fraud and this election…"
12,844929793359515648,"⚡ Trump to Time reporter: 'I'm president, and you're not'

https://t.co/VjVamX1Pk6"
13,844929793531396096,RT @tedlieu: Cloud of treason means we must have total shutdown of any @POTUS agenda item. No votes on any item. My stmt https://t.co/stvzh…
14,844929793682522112,"RT @deplorablezilla: #BREAKING: Trump reportedly wiretapped by #TheHammer ""a zillion times.""

#ObamaGate 
#ObamaWiretapLeaks… "
15,844929793460195329,RT @BiteSize_Bubz: We are aware of her terrible choices she dyed her hair the same color of her skin  now She has no edges and insist… 
16,844929793909035009,RT @mattyglesias: I have some methodological concerns about this. https://t.co/Pahk3IhMTB
17,844929793757990912,Here's my (not esp. groundbreaking) theory about Trump: He's not lying per se. He's a combination of stupid and ego… https://t.co/65Ngml4MXR
18,844929793934196736,Of course he does... https://t.co/rVK68qH96l
19,844929804428292097,RT @RealDrDonna: @NetworksManager multiple attacks/explosions in 2016-NOT 1 Muslim among hundreds of casualties? Are they getting a… 
20,844929829678059521,RT @MrRedMartian: This the same stroll y'all make when cops kill unarmed black men https://t.co/b3pQQ7Uxy0
21,844929887857065989,"Islam, the religion (that's really a death cult) of ""peace""
#BanIslam in the US and Territories
🇺🇸😠🇺🇸 https://t.co/xlHvxdPnfj"
22,844929888415035393,This annoys me cos you can clearly see the distress in her face https://t.co/FKa3VKC0ZF
23,844929895344062465,what did you want her to do tho lmaooooo https://t.co/uIisq8UWVS
24,844929898888282112,RT @MrRedMartian: This the same stroll y'all make when cops kill unarmed black men https://t.co/b3pQQ7Uxy0
25,844929901790724096,"I would've done the same 
I can't do nothing for him 🤷🏾‍♂️ https://t.co/raCrNHYsql"
26,844929912108699648,RT @MrRedMartian: This the same stroll y'all make when cops kill unarmed black men https://t.co/b3pQQ7Uxy0
